model,decoding_method,beam_size,problem_id,input_tokens,output_tokens,total_tokens,score,source_file,row_index
PHI3.5,origin,3,3_1000#32,32,144,176,0,PHI35/origin/MATH500/3_1000.jsonl,32
PHI3.5,origin,3,3_1000#33,73,217,290,0,PHI35/origin/MATH500/3_1000.jsonl,33
PHI3.5,origin,3,3_1000#34,70,277,347,0,PHI35/origin/MATH500/3_1000.jsonl,34
PHI3.5,origin,3,3_1000#35,52,524,576,0,PHI35/origin/MATH500/3_1000.jsonl,35
PHI3.5,origin,3,3_1000#36,61,364,425,0,PHI35/origin/MATH500/3_1000.jsonl,36
PHI3.5,origin,3,3_1000#37,51,516,567,0,PHI35/origin/MATH500/3_1000.jsonl,37
PHI3.5,origin,3,3_1000#38,57,148,205,1,PHI35/origin/MATH500/3_1000.jsonl,38
PHI3.5,origin,3,3_1000#39,72,94,166,1,PHI35/origin/MATH500/3_1000.jsonl,39
PHI3.5,origin,3,3_1000#40,49,344,393,0,PHI35/origin/MATH500/3_1000.jsonl,40
PHI3.5,origin,3,3_1000#41,137,68,205,1,PHI35/origin/MATH500/3_1000.jsonl,41
PHI3.5,origin,3,3_1000#42,72,396,468,0,PHI35/origin/MATH500/3_1000.jsonl,42
PHI3.5,origin,3,3_1000#43,61,110,171,1,PHI35/origin/MATH500/3_1000.jsonl,43
PHI3.5,origin,3,3_1000#44,108,379,487,0,PHI35/origin/MATH500/3_1000.jsonl,44
PHI3.5,origin,3,3_1000#45,87,299,386,0,PHI35/origin/MATH500/3_1000.jsonl,45
PHI3.5,origin,3,3_1000#46,58,281,339,1,PHI35/origin/MATH500/3_1000.jsonl,46
PHI3.5,origin,3,3_1000#47,64,804,868,0,PHI35/origin/MATH500/3_1000.jsonl,47
PHI3.5,origin,3,3_1000#48,78,179,257,1,PHI35/origin/MATH500/3_1000.jsonl,48
PHI3.5,origin,3,3_1000#49,41,187,228,1,PHI35/origin/MATH500/3_1000.jsonl,49
PHI3.5,origin,3,3_1000#50,47,97,144,1,PHI35/origin/MATH500/3_1000.jsonl,50
PHI3.5,origin,3,3_1000#51,137,332,469,0,PHI35/origin/MATH500/3_1000.jsonl,51
PHI3.5,origin,3,3_1000#52,44,515,559,1,PHI35/origin/MATH500/3_1000.jsonl,52
PHI3.5,origin,3,3_1000#53,51,222,273,1,PHI35/origin/MATH500/3_1000.jsonl,53
PHI3.5,origin,3,3_1000#54,50,86,136,1,PHI35/origin/MATH500/3_1000.jsonl,54
PHI3.5,origin,3,3_1000#55,35,79,114,1,PHI35/origin/MATH500/3_1000.jsonl,55
PHI3.5,origin,3,3_1000#56,75,133,208,1,PHI35/origin/MATH500/3_1000.jsonl,56
PHI3.5,origin,3,3_1000#57,47,67,114,1,PHI35/origin/MATH500/3_1000.jsonl,57
PHI3.5,origin,3,3_1000#58,79,181,260,1,PHI35/origin/MATH500/3_1000.jsonl,58
PHI3.5,origin,3,3_1000#59,39,142,181,1,PHI35/origin/MATH500/3_1000.jsonl,59
PHI3.5,origin,3,3_1000#60,77,219,296,1,PHI35/origin/MATH500/3_1000.jsonl,60
PHI3.5,origin,3,3_1000#61,76,425,501,0,PHI35/origin/MATH500/3_1000.jsonl,61
PHI3.5,origin,3,3_1000#62,91,186,277,1,PHI35/origin/MATH500/3_1000.jsonl,62
PHI3.5,origin,3,3_1000#63,123,484,607,0,PHI35/origin/MATH500/3_1000.jsonl,63
PHI3.5,origin,3,3_1000#64,119,268,387,0,PHI35/origin/MATH500/3_1000.jsonl,64
PHI3.5,origin,3,3_1000#65,86,582,668,0,PHI35/origin/MATH500/3_1000.jsonl,65
PHI3.5,origin,3,3_1000#66,41,103,144,1,PHI35/origin/MATH500/3_1000.jsonl,66
PHI3.5,origin,3,3_1000#67,65,225,290,0,PHI35/origin/MATH500/3_1000.jsonl,67
PHI3.5,origin,3,3_1000#68,72,221,293,0,PHI35/origin/MATH500/3_1000.jsonl,68
PHI3.5,origin,3,3_1000#69,88,474,562,0,PHI35/origin/MATH500/3_1000.jsonl,69
PHI3.5,origin,3,3_1000#70,78,1000,1078,0,PHI35/origin/MATH500/3_1000.jsonl,70
PHI3.5,origin,3,3_1000#71,44,127,171,1,PHI35/origin/MATH500/3_1000.jsonl,71
PHI3.5,origin,3,3_1000#72,49,222,271,0,PHI35/origin/MATH500/3_1000.jsonl,72
PHI3.5,origin,3,3_1000#73,57,202,259,1,PHI35/origin/MATH500/3_1000.jsonl,73
PHI3.5,origin,3,3_1000#74,89,191,280,1,PHI35/origin/MATH500/3_1000.jsonl,74
PHI3.5,origin,3,3_1000#75,47,188,235,1,PHI35/origin/MATH500/3_1000.jsonl,75
PHI3.5,origin,3,3_1000#76,62,215,277,0,PHI35/origin/MATH500/3_1000.jsonl,76
PHI3.5,origin,3,3_1000#77,61,85,146,1,PHI35/origin/MATH500/3_1000.jsonl,77
PHI3.5,origin,3,3_1000#78,40,101,141,1,PHI35/origin/MATH500/3_1000.jsonl,78
PHI3.5,origin,3,3_1000#79,95,502,597,0,PHI35/origin/MATH500/3_1000.jsonl,79
PHI3.5,origin,3,3_1000#80,43,75,118,1,PHI35/origin/MATH500/3_1000.jsonl,80
PHI3.5,origin,3,3_1000#81,70,294,364,0,PHI35/origin/MATH500/3_1000.jsonl,81
PHI3.5,origin,3,3_1000#82,72,266,338,1,PHI35/origin/MATH500/3_1000.jsonl,82
PHI3.5,origin,3,3_1000#83,106,197,303,0,PHI35/origin/MATH500/3_1000.jsonl,83
PHI3.5,origin,3,3_1000#84,45,304,349,0,PHI35/origin/MATH500/3_1000.jsonl,84
PHI3.5,origin,3,3_1000#85,79,342,421,0,PHI35/origin/MATH500/3_1000.jsonl,85
PHI3.5,origin,3,3_1000#86,87,255,342,1,PHI35/origin/MATH500/3_1000.jsonl,86
PHI3.5,origin,3,3_1000#87,68,158,226,1,PHI35/origin/MATH500/3_1000.jsonl,87
PHI3.5,origin,3,3_1000#88,45,108,153,1,PHI35/origin/MATH500/3_1000.jsonl,88
PHI3.5,origin,3,3_1000#89,116,229,345,0,PHI35/origin/MATH500/3_1000.jsonl,89
PHI3.5,origin,3,3_1000#90,48,511,559,0,PHI35/origin/MATH500/3_1000.jsonl,90
PHI3.5,origin,3,3_1000#91,64,110,174,1,PHI35/origin/MATH500/3_1000.jsonl,91
PHI3.5,origin,3,3_1000#92,66,107,173,0,PHI35/origin/MATH500/3_1000.jsonl,92
PHI3.5,origin,3,3_1000#93,66,493,559,0,PHI35/origin/MATH500/3_1000.jsonl,93
PHI3.5,origin,3,3_1000#94,65,202,267,1,PHI35/origin/MATH500/3_1000.jsonl,94
PHI3.5,origin,3,3_1000#95,434,259,693,0,PHI35/origin/MATH500/3_1000.jsonl,95
PHI3.5,origin,3,3_1000#96,94,843,937,0,PHI35/origin/MATH500/3_1000.jsonl,96
PHI3.5,origin,3,3_1000#97,131,759,890,0,PHI35/origin/MATH500/3_1000.jsonl,97
PHI3.5,origin,3,3_1000#98,70,264,334,0,PHI35/origin/MATH500/3_1000.jsonl,98
PHI3.5,origin,3,3_1000#99,40,108,148,0,PHI35/origin/MATH500/3_1000.jsonl,99
PHI3.5,origin,3,3_1000#100,108,484,592,0,PHI35/origin/MATH500/3_1000.jsonl,100
PHI3.5,origin,9,9_1000#1,71,231,302,0,PHI35/origin/MATH500/9_1000.jsonl,1
PHI3.5,origin,9,9_1000#2,123,891,1014,0,PHI35/origin/MATH500/9_1000.jsonl,2
PHI3.5,origin,9,9_1000#3,69,276,345,1,PHI35/origin/MATH500/9_1000.jsonl,3
PHI3.5,origin,9,9_1000#4,37,122,159,1,PHI35/origin/MATH500/9_1000.jsonl,4
PHI3.5,origin,9,9_1000#5,402,327,729,0,PHI35/origin/MATH500/9_1000.jsonl,5
PHI3.5,origin,9,9_1000#6,69,109,178,1,PHI35/origin/MATH500/9_1000.jsonl,6
PHI3.5,origin,9,9_1000#7,41,180,221,1,PHI35/origin/MATH500/9_1000.jsonl,7
PHI3.5,origin,9,9_1000#8,96,661,757,0,PHI35/origin/MATH500/9_1000.jsonl,8
PHI3.5,origin,9,9_1000#9,56,223,279,0,PHI35/origin/MATH500/9_1000.jsonl,9
PHI3.5,origin,9,9_1000#10,172,267,439,0,PHI35/origin/MATH500/9_1000.jsonl,10
PHI3.5,origin,9,9_1000#11,47,192,239,0,PHI35/origin/MATH500/9_1000.jsonl,11
PHI3.5,origin,9,9_1000#12,85,1000,1085,0,PHI35/origin/MATH500/9_1000.jsonl,12
PHI3.5,origin,9,9_1000#13,95,225,320,1,PHI35/origin/MATH500/9_1000.jsonl,13
PHI3.5,origin,9,9_1000#14,221,142,363,1,PHI35/origin/MATH500/9_1000.jsonl,14
PHI3.5,origin,9,9_1000#15,163,92,255,0,PHI35/origin/MATH500/9_1000.jsonl,15
PHI3.5,origin,9,9_1000#16,233,848,1081,0,PHI35/origin/MATH500/9_1000.jsonl,16
PHI3.5,origin,9,9_1000#17,46,102,148,1,PHI35/origin/MATH500/9_1000.jsonl,17
PHI3.5,origin,9,9_1000#18,280,189,469,0,PHI35/origin/MATH500/9_1000.jsonl,18
PHI3.5,origin,9,9_1000#19,187,113,300,0,PHI35/origin/MATH500/9_1000.jsonl,19
PHI3.5,origin,9,9_1000#20,69,180,249,0,PHI35/origin/MATH500/9_1000.jsonl,20
PHI3.5,origin,9,9_1000#21,36,103,139,1,PHI35/origin/MATH500/9_1000.jsonl,21
PHI3.5,origin,9,9_1000#22,50,466,516,0,PHI35/origin/MATH500/9_1000.jsonl,22
PHI3.5,origin,9,9_1000#23,159,283,442,0,PHI35/origin/MATH500/9_1000.jsonl,23
PHI3.5,origin,9,9_1000#24,50,412,462,0,PHI35/origin/MATH500/9_1000.jsonl,24
PHI3.5,origin,9,9_1000#25,132,371,503,0,PHI35/origin/MATH500/9_1000.jsonl,25
PHI3.5,origin,9,9_1000#26,107,1000,1107,0,PHI35/origin/MATH500/9_1000.jsonl,26
PHI3.5,origin,9,9_1000#27,76,330,406,0,PHI35/origin/MATH500/9_1000.jsonl,27
PHI3.5,origin,9,9_1000#28,110,219,329,0,PHI35/origin/MATH500/9_1000.jsonl,28
PHI3.5,origin,9,9_1000#29,58,97,155,1,PHI35/origin/MATH500/9_1000.jsonl,29
PHI3.5,origin,9,9_1000#30,103,546,649,1,PHI35/origin/MATH500/9_1000.jsonl,30
PHI3.5,origin,9,9_1000#31,45,202,247,1,PHI35/origin/MATH500/9_1000.jsonl,31
PHI3.5,origin,9,9_1000#32,32,144,176,0,PHI35/origin/MATH500/9_1000.jsonl,32
PHI3.5,origin,9,9_1000#33,73,120,193,1,PHI35/origin/MATH500/9_1000.jsonl,33
PHI3.5,origin,9,9_1000#34,70,268,338,0,PHI35/origin/MATH500/9_1000.jsonl,34
PHI3.5,origin,9,9_1000#35,52,499,551,0,PHI35/origin/MATH500/9_1000.jsonl,35
PHI3.5,origin,9,9_1000#36,61,306,367,0,PHI35/origin/MATH500/9_1000.jsonl,36
PHI3.5,origin,9,9_1000#37,51,481,532,0,PHI35/origin/MATH500/9_1000.jsonl,37
PHI3.5,origin,9,9_1000#38,57,146,203,1,PHI35/origin/MATH500/9_1000.jsonl,38
PHI3.5,origin,9,9_1000#39,72,100,172,1,PHI35/origin/MATH500/9_1000.jsonl,39
PHI3.5,origin,9,9_1000#40,49,311,360,0,PHI35/origin/MATH500/9_1000.jsonl,40
PHI3.5,origin,9,9_1000#41,137,68,205,1,PHI35/origin/MATH500/9_1000.jsonl,41
PHI3.5,origin,9,9_1000#42,72,580,652,0,PHI35/origin/MATH500/9_1000.jsonl,42
PHI3.5,origin,9,9_1000#43,61,119,180,1,PHI35/origin/MATH500/9_1000.jsonl,43
PHI3.5,origin,9,9_1000#44,108,396,504,0,PHI35/origin/MATH500/9_1000.jsonl,44
PHI3.5,origin,9,9_1000#45,87,248,335,1,PHI35/origin/MATH500/9_1000.jsonl,45
PHI3.5,origin,9,9_1000#46,58,273,331,1,PHI35/origin/MATH500/9_1000.jsonl,46
PHI3.5,origin,9,9_1000#47,64,786,850,0,PHI35/origin/MATH500/9_1000.jsonl,47
PHI3.5,origin,9,9_1000#48,78,221,299,1,PHI35/origin/MATH500/9_1000.jsonl,48
PHI3.5,origin,9,9_1000#49,41,175,216,1,PHI35/origin/MATH500/9_1000.jsonl,49
PHI3.5,origin,9,9_1000#50,47,97,144,1,PHI35/origin/MATH500/9_1000.jsonl,50
PHI3.5,origin,9,9_1000#51,137,487,624,0,PHI35/origin/MATH500/9_1000.jsonl,51
PHI3.5,origin,9,9_1000#52,44,459,503,0,PHI35/origin/MATH500/9_1000.jsonl,52
PHI3.5,origin,9,9_1000#53,51,199,250,1,PHI35/origin/MATH500/9_1000.jsonl,53
PHI3.5,origin,9,9_1000#54,50,70,120,1,PHI35/origin/MATH500/9_1000.jsonl,54
PHI3.5,origin,9,9_1000#55,35,79,114,1,PHI35/origin/MATH500/9_1000.jsonl,55
PHI3.5,origin,9,9_1000#56,75,133,208,1,PHI35/origin/MATH500/9_1000.jsonl,56
PHI3.5,origin,9,9_1000#57,47,67,114,1,PHI35/origin/MATH500/9_1000.jsonl,57
PHI3.5,origin,9,9_1000#58,79,181,260,1,PHI35/origin/MATH500/9_1000.jsonl,58
PHI3.5,origin,9,9_1000#59,39,167,206,1,PHI35/origin/MATH500/9_1000.jsonl,59
PHI3.5,origin,9,9_1000#60,77,197,274,1,PHI35/origin/MATH500/9_1000.jsonl,60
PHI3.5,origin,9,9_1000#61,76,606,682,0,PHI35/origin/MATH500/9_1000.jsonl,61
PHI3.5,origin,9,9_1000#62,91,265,356,1,PHI35/origin/MATH500/9_1000.jsonl,62
PHI3.5,origin,9,9_1000#63,123,512,635,0,PHI35/origin/MATH500/9_1000.jsonl,63
PHI3.5,origin,9,9_1000#64,119,245,364,0,PHI35/origin/MATH500/9_1000.jsonl,64
PHI3.5,origin,9,9_1000#65,86,605,691,0,PHI35/origin/MATH500/9_1000.jsonl,65
PHI3.5,origin,9,9_1000#66,41,67,108,1,PHI35/origin/MATH500/9_1000.jsonl,66
PHI3.5,origin,9,9_1000#67,65,225,290,0,PHI35/origin/MATH500/9_1000.jsonl,67
PHI3.5,origin,9,9_1000#68,72,208,280,0,PHI35/origin/MATH500/9_1000.jsonl,68
PHI3.5,origin,9,9_1000#69,88,547,635,0,PHI35/origin/MATH500/9_1000.jsonl,69
PHI3.5,origin,9,9_1000#70,78,813,891,0,PHI35/origin/MATH500/9_1000.jsonl,70
PHI3.5,origin,9,9_1000#71,44,125,169,1,PHI35/origin/MATH500/9_1000.jsonl,71
PHI3.5,origin,9,9_1000#72,49,223,272,0,PHI35/origin/MATH500/9_1000.jsonl,72
PHI3.5,origin,9,9_1000#73,57,276,333,1,PHI35/origin/MATH500/9_1000.jsonl,73
PHI3.5,origin,9,9_1000#74,89,176,265,1,PHI35/origin/MATH500/9_1000.jsonl,74
PHI3.5,origin,9,9_1000#75,47,188,235,1,PHI35/origin/MATH500/9_1000.jsonl,75
PHI3.5,origin,9,9_1000#76,62,182,244,0,PHI35/origin/MATH500/9_1000.jsonl,76
PHI3.5,origin,9,9_1000#77,61,85,146,1,PHI35/origin/MATH500/9_1000.jsonl,77
PHI3.5,origin,9,9_1000#78,40,101,141,1,PHI35/origin/MATH500/9_1000.jsonl,78
PHI3.5,origin,9,9_1000#79,95,539,634,0,PHI35/origin/MATH500/9_1000.jsonl,79
PHI3.5,origin,9,9_1000#80,43,77,120,1,PHI35/origin/MATH500/9_1000.jsonl,80
PHI3.5,origin,9,9_1000#81,70,262,332,0,PHI35/origin/MATH500/9_1000.jsonl,81
PHI3.5,origin,9,9_1000#82,72,266,338,1,PHI35/origin/MATH500/9_1000.jsonl,82
PHI3.5,origin,9,9_1000#83,106,201,307,0,PHI35/origin/MATH500/9_1000.jsonl,83
PHI3.5,origin,9,9_1000#84,45,568,613,0,PHI35/origin/MATH500/9_1000.jsonl,84
PHI3.5,origin,9,9_1000#85,79,480,559,0,PHI35/origin/MATH500/9_1000.jsonl,85
PHI3.5,origin,9,9_1000#86,87,255,342,1,PHI35/origin/MATH500/9_1000.jsonl,86
PHI3.5,origin,9,9_1000#87,68,157,225,1,PHI35/origin/MATH500/9_1000.jsonl,87
PHI3.5,origin,9,9_1000#88,45,108,153,1,PHI35/origin/MATH500/9_1000.jsonl,88
PHI3.5,origin,9,9_1000#89,116,243,359,0,PHI35/origin/MATH500/9_1000.jsonl,89
PHI3.5,origin,9,9_1000#90,48,361,409,0,PHI35/origin/MATH500/9_1000.jsonl,90
PHI3.5,origin,9,9_1000#91,64,110,174,1,PHI35/origin/MATH500/9_1000.jsonl,91
PHI3.5,origin,9,9_1000#92,66,107,173,0,PHI35/origin/MATH500/9_1000.jsonl,92
PHI3.5,origin,9,9_1000#93,66,600,666,0,PHI35/origin/MATH500/9_1000.jsonl,93
PHI3.5,origin,9,9_1000#94,65,220,285,1,PHI35/origin/MATH500/9_1000.jsonl,94
PHI3.5,origin,9,9_1000#95,434,466,900,0,PHI35/origin/MATH500/9_1000.jsonl,95
PHI3.5,origin,9,9_1000#96,94,522,616,0,PHI35/origin/MATH500/9_1000.jsonl,96
PHI3.5,origin,9,9_1000#97,131,838,969,0,PHI35/origin/MATH500/9_1000.jsonl,97
PHI3.5,origin,9,9_1000#98,70,264,334,0,PHI35/origin/MATH500/9_1000.jsonl,98
PHI3.5,origin,9,9_1000#99,40,107,147,0,PHI35/origin/MATH500/9_1000.jsonl,99
PHI3.5,origin,9,9_1000#100,108,568,676,0,PHI35/origin/MATH500/9_1000.jsonl,100
PHI3.5,tree,15,15_1000#1,71,231,302,0,PHI35/tree/MATH500/15_1000.jsonl,1
PHI3.5,tree,15,15_1000#2,123,861,984,0,PHI35/tree/MATH500/15_1000.jsonl,2
PHI3.5,tree,15,15_1000#3,69,274,343,1,PHI35/tree/MATH500/15_1000.jsonl,3
PHI3.5,tree,15,15_1000#4,37,201,238,1,PHI35/tree/MATH500/15_1000.jsonl,4
PHI3.5,tree,15,15_1000#5,402,327,729,0,PHI35/tree/MATH500/15_1000.jsonl,5
PHI3.5,tree,15,15_1000#6,69,126,195,1,PHI35/tree/MATH500/15_1000.jsonl,6
PHI3.5,tree,15,15_1000#7,41,180,221,1,PHI35/tree/MATH500/15_1000.jsonl,7
PHI3.5,tree,15,15_1000#8,96,298,394,0,PHI35/tree/MATH500/15_1000.jsonl,8
PHI3.5,tree,15,15_1000#9,56,237,293,0,PHI35/tree/MATH500/15_1000.jsonl,9
PHI3.5,tree,15,15_1000#10,172,267,439,0,PHI35/tree/MATH500/15_1000.jsonl,10
PHI3.5,tree,15,15_1000#11,47,192,239,0,PHI35/tree/MATH500/15_1000.jsonl,11
PHI3.5,tree,15,15_1000#12,85,832,917,0,PHI35/tree/MATH500/15_1000.jsonl,12
PHI3.5,tree,15,15_1000#13,95,225,320,1,PHI35/tree/MATH500/15_1000.jsonl,13
PHI3.5,tree,15,15_1000#14,221,142,363,1,PHI35/tree/MATH500/15_1000.jsonl,14
PHI3.5,tree,15,15_1000#15,163,92,255,0,PHI35/tree/MATH500/15_1000.jsonl,15
PHI3.5,tree,15,15_1000#16,233,691,924,0,PHI35/tree/MATH500/15_1000.jsonl,16
PHI3.5,tree,15,15_1000#17,46,102,148,1,PHI35/tree/MATH500/15_1000.jsonl,17
PHI3.5,tree,15,15_1000#18,280,189,469,0,PHI35/tree/MATH500/15_1000.jsonl,18
PHI3.5,tree,15,15_1000#19,187,191,378,1,PHI35/tree/MATH500/15_1000.jsonl,19
PHI3.5,tree,15,15_1000#20,69,373,442,1,PHI35/tree/MATH500/15_1000.jsonl,20
PHI3.5,tree,15,15_1000#21,36,103,139,1,PHI35/tree/MATH500/15_1000.jsonl,21
PHI3.5,tree,15,15_1000#22,50,1001,1051,0,PHI35/tree/MATH500/15_1000.jsonl,22
PHI3.5,tree,15,15_1000#23,159,283,442,0,PHI35/tree/MATH500/15_1000.jsonl,23
PHI3.5,tree,15,15_1000#24,50,337,387,0,PHI35/tree/MATH500/15_1000.jsonl,24
PHI3.5,tree,15,15_1000#25,132,336,468,0,PHI35/tree/MATH500/15_1000.jsonl,25
PHI3.5,tree,15,15_1000#26,107,340,447,0,PHI35/tree/MATH500/15_1000.jsonl,26
PHI3.5,tree,15,15_1000#27,76,330,406,0,PHI35/tree/MATH500/15_1000.jsonl,27
PHI3.5,tree,15,15_1000#28,110,219,329,0,PHI35/tree/MATH500/15_1000.jsonl,28
PHI3.5,tree,15,15_1000#29,58,99,157,1,PHI35/tree/MATH500/15_1000.jsonl,29
PHI3.5,tree,15,15_1000#30,103,548,651,1,PHI35/tree/MATH500/15_1000.jsonl,30
PHI3.5,tree,15,15_1000#31,45,202,247,1,PHI35/tree/MATH500/15_1000.jsonl,31
PHI3.5,tree,15,15_1000#32,32,144,176,0,PHI35/tree/MATH500/15_1000.jsonl,32
PHI3.5,tree,15,15_1000#33,73,120,193,1,PHI35/tree/MATH500/15_1000.jsonl,33
PHI3.5,tree,15,15_1000#34,70,268,338,0,PHI35/tree/MATH500/15_1000.jsonl,34
PHI3.5,tree,15,15_1000#35,52,436,488,0,PHI35/tree/MATH500/15_1000.jsonl,35
PHI3.5,tree,15,15_1000#36,61,306,367,0,PHI35/tree/MATH500/15_1000.jsonl,36
PHI3.5,tree,15,15_1000#37,51,465,516,0,PHI35/tree/MATH500/15_1000.jsonl,37
PHI3.5,tree,15,15_1000#38,57,117,174,1,PHI35/tree/MATH500/15_1000.jsonl,38
PHI3.5,tree,15,15_1000#39,72,95,167,1,PHI35/tree/MATH500/15_1000.jsonl,39
PHI3.5,tree,15,15_1000#40,49,311,360,0,PHI35/tree/MATH500/15_1000.jsonl,40
PHI3.5,tree,15,15_1000#41,137,68,205,1,PHI35/tree/MATH500/15_1000.jsonl,41
PHI3.5,tree,15,15_1000#42,72,584,656,0,PHI35/tree/MATH500/15_1000.jsonl,42
PHI3.5,tree,15,15_1000#43,61,132,193,0,PHI35/tree/MATH500/15_1000.jsonl,43
PHI3.5,tree,15,15_1000#44,108,396,504,0,PHI35/tree/MATH500/15_1000.jsonl,44
PHI3.5,tree,15,15_1000#45,87,248,335,1,PHI35/tree/MATH500/15_1000.jsonl,45
PHI3.5,tree,15,15_1000#46,58,223,281,1,PHI35/tree/MATH500/15_1000.jsonl,46
PHI3.5,tree,15,15_1000#47,64,829,893,0,PHI35/tree/MATH500/15_1000.jsonl,47
PHI3.5,tree,15,15_1000#48,78,218,296,1,PHI35/tree/MATH500/15_1000.jsonl,48
PHI3.5,tree,15,15_1000#49,41,175,216,1,PHI35/tree/MATH500/15_1000.jsonl,49
PHI3.5,tree,15,15_1000#50,47,97,144,1,PHI35/tree/MATH500/15_1000.jsonl,50
PHI3.5,tree,15,15_1000#51,137,456,593,0,PHI35/tree/MATH500/15_1000.jsonl,51
PHI3.5,tree,15,15_1000#52,44,515,559,1,PHI35/tree/MATH500/15_1000.jsonl,52
PHI3.5,tree,15,15_1000#53,51,195,246,1,PHI35/tree/MATH500/15_1000.jsonl,53
PHI3.5,tree,15,15_1000#54,50,97,147,1,PHI35/tree/MATH500/15_1000.jsonl,54
PHI3.5,tree,15,15_1000#55,35,90,125,1,PHI35/tree/MATH500/15_1000.jsonl,55
PHI3.5,tree,15,15_1000#56,75,133,208,1,PHI35/tree/MATH500/15_1000.jsonl,56
PHI3.5,tree,15,15_1000#57,47,67,114,1,PHI35/tree/MATH500/15_1000.jsonl,57
PHI3.5,tree,15,15_1000#58,79,181,260,1,PHI35/tree/MATH500/15_1000.jsonl,58
PHI3.5,tree,15,15_1000#59,39,167,206,1,PHI35/tree/MATH500/15_1000.jsonl,59
PHI3.5,tree,15,15_1000#60,77,159,236,1,PHI35/tree/MATH500/15_1000.jsonl,60
PHI3.5,tree,15,15_1000#61,76,1001,1077,0,PHI35/tree/MATH500/15_1000.jsonl,61
PHI3.5,tree,15,15_1000#62,91,265,356,1,PHI35/tree/MATH500/15_1000.jsonl,62
PHI3.5,tree,15,15_1000#63,123,512,635,0,PHI35/tree/MATH500/15_1000.jsonl,63
PHI3.5,tree,15,15_1000#64,119,332,451,0,PHI35/tree/MATH500/15_1000.jsonl,64
PHI3.5,tree,15,15_1000#65,86,615,701,0,PHI35/tree/MATH500/15_1000.jsonl,65
PHI3.5,tree,15,15_1000#66,41,61,102,1,PHI35/tree/MATH500/15_1000.jsonl,66
PHI3.5,tree,15,15_1000#67,65,225,290,0,PHI35/tree/MATH500/15_1000.jsonl,67
PHI3.5,tree,15,15_1000#68,72,208,280,0,PHI35/tree/MATH500/15_1000.jsonl,68
PHI3.5,tree,15,15_1000#69,88,1001,1089,0,PHI35/tree/MATH500/15_1000.jsonl,69
PHI3.5,tree,15,15_1000#70,78,816,894,0,PHI35/tree/MATH500/15_1000.jsonl,70
PHI3.5,tree,15,15_1000#71,44,145,189,1,PHI35/tree/MATH500/15_1000.jsonl,71
PHI3.5,tree,15,15_1000#72,49,222,271,0,PHI35/tree/MATH500/15_1000.jsonl,72
PHI3.5,tree,15,15_1000#73,57,276,333,1,PHI35/tree/MATH500/15_1000.jsonl,73
PHI3.5,tree,15,15_1000#74,89,176,265,1,PHI35/tree/MATH500/15_1000.jsonl,74
PHI3.5,tree,15,15_1000#75,47,190,237,1,PHI35/tree/MATH500/15_1000.jsonl,75
PHI3.5,tree,15,15_1000#76,62,182,244,0,PHI35/tree/MATH500/15_1000.jsonl,76
PHI3.5,tree,15,15_1000#77,61,85,146,1,PHI35/tree/MATH500/15_1000.jsonl,77
PHI3.5,tree,15,15_1000#78,40,101,141,1,PHI35/tree/MATH500/15_1000.jsonl,78
PHI3.5,tree,15,15_1000#79,95,540,635,0,PHI35/tree/MATH500/15_1000.jsonl,79
PHI3.5,tree,15,15_1000#80,43,94,137,1,PHI35/tree/MATH500/15_1000.jsonl,80
PHI3.5,tree,15,15_1000#81,70,272,342,0,PHI35/tree/MATH500/15_1000.jsonl,81
PHI3.5,tree,15,15_1000#82,72,266,338,1,PHI35/tree/MATH500/15_1000.jsonl,82
PHI3.5,tree,15,15_1000#83,106,201,307,0,PHI35/tree/MATH500/15_1000.jsonl,83
PHI3.5,tree,15,15_1000#84,45,236,281,0,PHI35/tree/MATH500/15_1000.jsonl,84
PHI3.5,tree,15,15_1000#85,79,291,370,1,PHI35/tree/MATH500/15_1000.jsonl,85
PHI3.5,tree,15,15_1000#86,87,255,342,1,PHI35/tree/MATH500/15_1000.jsonl,86
PHI3.5,tree,15,15_1000#87,68,150,218,1,PHI35/tree/MATH500/15_1000.jsonl,87
PHI3.5,tree,15,15_1000#88,45,108,153,1,PHI35/tree/MATH500/15_1000.jsonl,88
PHI3.5,tree,15,15_1000#89,116,243,359,0,PHI35/tree/MATH500/15_1000.jsonl,89
PHI3.5,tree,15,15_1000#90,48,361,409,0,PHI35/tree/MATH500/15_1000.jsonl,90
PHI3.5,tree,15,15_1000#91,64,110,174,1,PHI35/tree/MATH500/15_1000.jsonl,91
PHI3.5,tree,15,15_1000#92,66,107,173,0,PHI35/tree/MATH500/15_1000.jsonl,92
PHI3.5,tree,15,15_1000#93,66,575,641,0,PHI35/tree/MATH500/15_1000.jsonl,93
PHI3.5,tree,15,15_1000#94,65,249,314,1,PHI35/tree/MATH500/15_1000.jsonl,94
PHI3.5,tree,15,15_1000#95,434,466,900,0,PHI35/tree/MATH500/15_1000.jsonl,95
PHI3.5,tree,15,15_1000#96,94,520,614,0,PHI35/tree/MATH500/15_1000.jsonl,96
PHI3.5,tree,15,15_1000#97,131,848,979,0,PHI35/tree/MATH500/15_1000.jsonl,97
PHI3.5,tree,15,15_1000#98,70,204,274,0,PHI35/tree/MATH500/15_1000.jsonl,98
PHI3.5,tree,15,15_1000#99,40,101,141,0,PHI35/tree/MATH500/15_1000.jsonl,99
